Name;Manga;Anime;Appears in;Japanese;English;Birthdate;Sex;Status;Height;Weight;Blood type;Occupation;Affiliation;Ninja Rank;Novel;Movie;Game;OVA;Age;Team;Partner;Ninja Registration;Family;Nature Type;Jutsu;Tools;Kekkei Genkai;Clan;Species;Classification;Chūnin Prom. Age;Academy Grad. Age;Unique Traits;Tailed Beast;Jinchūriki;Kekkei Mōra;Kekkei Tōta
Tobimaru;Naruto Chapter #488;Naruto Shippūden Episode #218;Anime, Manga;;;;Male;;;;;Messenger Hawk;Sunagakure;;;;;;5;;;;Takamaru (Father);;;;;;Hawk;;;;;;;;
Tobio;Naruto Chapter #3;Naruto Episode #3;Anime, Manga;Taisuke Yamamoto , Asuka Horiguchi (Part II);Tom Gibis;;Male;;;;;;Konohagakure;Part I: Genin;;;;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;12;;;;;;;;;;;;;;;;;;
Tobirama Senju;Naruto Chapter #118;Naruto Episode #69;Anime, Manga, Novel, Game, Movie;Kenyū Horiuchi , Kengo Kawanishi (Child);Peter Lurie , Jamieson Price (Part II), Steven Blum (2 video games), Benjamin Diskin (Child);February 19;Male;Deceased;182.3;70.5;A;Hokage;Konohagakure, Allied Shinobi Forces;Part I: Kage;Sasuke Shinden: Book of Sunrise (Mentioned);The Last: Naruto the Movie;Naruto: Ultimate Ninja;Naruto Shippūden: UNSG anime cutscenes;;Team Tobirama, Escort Unit;;;Butsuma Senju (Father), Hashirama Senju (Brother), Itama Senju (Brother), Kawarama Senju (Brother), Tsunade (Grandniece), Nawaki (Grandnephew);Water Release, Fire Release, Wind Release, Lightning Release, Earth Release, Yin Release, Yang Release;Area Scanning Technique, Bringer-of-Darkness Technique (Anime only), Flying Thunder God Mutually Instantaneous Revolving Technique, Flying Thunder God Slash, Flying Thunder God Technique, Four Red Yang Formation, Heavenly Weeping, Mutually Multiplying Explosive Tags, Sensing Technique, Shadow Clone Technique, Summoning Technique, Summoning: Impure World Reincarnation, Water Release: Water Bullet Technique, Water Release: Water Colliding Wave (Anime only), Water Release: Water Dragon Bullet Technique, Water Release: Water Fang Bullet (Anime only), Water Release: Water Formation Wall, Water Release: Water Severing Wave;Explosive Tag, Sword, Sword of the Thunder God (Anime only);;Senju Clan;;Sensor Type;;;;;;;
Todoroki;;Naruto Episode #209;Anime;Eiji Hanawa;Troy Baker;;Male;;;;;Guard;Land of Forests;;;;;;;;;;Akio (Brother);;;Sword;;;;;;;;;;;
Tofu;;Boruto Episode #41;Anime;Kenta Miyake;Steven Blum;;Male;Deceased;;;;Village Head;Green Banks;;;;;;;;;;Kiri (Daughter);;;;;;;;;;;;;;
Tokara;Naruto Chapter #599;Naruto Shippūden Episode #343;Anime, Manga;;;;Male;;;;;;Konohagakure;Part II: Genin;;;;;;;;;;;;;;;;;;;;;;;
Toki;;Naruto Episode #163;Anime;Miki Nagasawa, Tomokazu Seki (Sagi);Laura Bailey , Johnny Yong Bosch (Sagi);;Female;;;;;;Land of Birds;;;;;;;;;;Ōwashi (Father), Sagi (Brother);;;Sword;;;;Daimyō;;;;;;;
Toki (Shinobazu);;Naruto Episode #209;Anime;Hiroshi Shirokuma;Andrew Kishino;;Male;Deceased;;;;;;;;;;;;Shinobazu;;;;;Crimson Earth;Mechanical Drilling Arm;;;;Missing-nin;;;;;;;
Tokiwa;;Naruto Shippūden Episode #235;Anime;Mayumi Yamaguchi;Erin Fitzgerald;;Female;;;;;Shizukas attendant;Nadeshiko Village;;;;;;;;;;;Earth Release;Earth Release: Iron Fist Prison;Sword;;;;;;;;;;;
Tokuma Hyūga;Naruto Chapter #489;Naruto Shippūden Episode #197;Anime, Manga;Manabu Sakamaki;Patrick Seitz;;Male;;;;;;Konohagakure, Allied Shinobi Forces;Part II: Tokubetsu Jōnin;;;;;25;Infiltration and Reconnaissance Party;;;;;;;Byakugan;Hyūga Clan;;;;;;;;;
Tomari;Naruto Chapter #129;Naruto Episode #75;Anime, Manga;;Wendee Lee (Part I);;Male;;;;;;Sunagakure;Part I: Academy Student;;;;;6;;;;;;;;;;;;;;;;;;
Tomaru;;Boruto Episode #67;Anime;Junya Enoki;Kaiji Tang;;Male;;;;;Actor;Konohagakure;;;;;;;;;;;;;;;;;;;;;;;;
Tomaru Minakura;Naruto Chapter #247;;Manga;;;;Male;;;;;;Konohagakure;Part II: Academy Student;;;;;8;;;;;;;;;;;;;;;;;;
Tonbee;;Naruto Shippūden Episode #144;Anime;Shōzō Sasaki;Kirk Thornton;;Male;;;;;Guardian of Mount Katsuragi;Tsuchigumo Village;;;;;;;;;;;;Hidden Rock Trap, Summoning Technique (Bat);;;Tsuchigumo Clan;;;;;;;;;
Tonbo Tobitake;Naruto Chapter #40;Naruto Episode #3;Anime, Manga, Game, Movie;Shōto Kashii;Stephen Apostolina (Part I;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toneri Ōtsutsuki;;Boruto Episode #8;Anime, Novel, Game, Movie;Jun Fukuyama;Robbie Daymond;;Male;Incapacitated;184;;;;Moon;;The Last: Naruto the Movie;The Last: Naruto the Movie;Naruto: Shinobi Collection;;;;;;;Fire Release, Wind Release, Lightning Release, Earth Release, Water Release, Yin Release, Yang Release, Yin–Yang Release;Golden Wheel Reincarnation Explosion (Movie only), Localised Reincarnation Explosion, Projection Technique, Puppet Reincarnation, Puppet Technique, Puppet-Cursing Sphere, Sensing Technique, Silver Wheel Reincarnation Explosion (Movie only), Tenseigan Chakra Mode (Movie only), Truth-Seeking Ball;Ōtsutsuki Clan Puppets;Byakugan , Tenseigan;Ōtsutsuki Clan;Celestial Being-Human hybrid;Sensor Type;;;Can absorb chakra;;;;
Tonika Village Head;;Naruto Shippūden Episode #290;Anime;Shōzō Sasaki;Kyle Hebert;;Male;Deceased;;;;Village Head;Tonika Village;;;;;;;;;;Leo (Grandson), Miina (Granddaughter);;;Sword;;;;;;;;;;;
Tonsuke;;Boruto Episode #113;Anime;Sara Matsumoto;;;Male;;;;;;;;;;;;;;;;;;;;;;Pig;;;;;;;;
Tonton;Naruto Chapter #148;Naruto Episode #85;Anime, Manga, Game, Movie;Keiko Nemoto;Megan Hollingshead;;Female;;;;;;Konohagakure, Allied Shinobi Forces;;;Naruto Shippūden the Movie;Naruto: Ultimate Ninja 2;Hidden Leaf Village Grand Sports Festival!;;Logistical Support and Medical Division;;;;;;;;;Pig;;;;;;;;
Tora;Naruto Chapter #9;Naruto Episode #6;Anime, Manga, Game;;;;Female;;;;;;Land of Fire;;;;Naruto: Konoha Ninpōchō;Naruto x UT;;;;;;;;;;;Cat;;;;;;;;
Tora (Anbu);Naruto Chapter #399;Naruto Shippūden Episode #140;Anime, Manga;;;;Male;Presumed Deceased;;;;;Konohagakure;Part II: Anbu;;;;;30;;;;;;;;;;;;;;;;;;
Torifu Akimichi;Naruto Chapter #481;Naruto Shippūden Episode #211;Anime, Manga;Junpei Endō;Neil Kaplan;;Male;Presumed Deceased;;;;;Konohagakure;Part II: Jōnin;;;;;30;Escort Unit;;;;Yang Release;Calorie Control;Bō (Manga only), Shield (Manga only);;Akimichi Clan;;;;;;;;;
Toroi;Naruto Chapter #516;Naruto Shippūden Episode #261;Anime, Manga, Game;;;October 6;Male;Deceased;183.4;74;O;;Kumogakure;Part II: Jōnin;;;Naruto: Ultimate Ninja Online;;;;Osoi (Anime only);;;Magnet Release, Wind Release, Earth Release;Magnet Release: Conserving Bee Twin Blades, Unsealing Technique;Fūma Shuriken, Shuriken;Magnet Release;;;;;;;;;;
Toroi (Genin);Boruto Chapter #3;Boruto Episode #56;Anime, Manga, Novel, Movie;Shōhei Kawafuru;Lucien Dodge;;Male;;150;;;;Kumogakure;Gaiden: Genin;Boruto: Naruto the Movie;Boruto: Naruto the Movie;;;;Team Yurui;;;;Lightning Release (Anime only);Lightning Release: Overdrive (Anime only);;;;;;;;;;;;
Torune Aburame;Naruto Chapter #454;Naruto Shippūden Episode #198;Anime, Manga, Game;Hidenori Takahashi;Grant George;October 24;Male;Deceased;178.3;68.7;O;;Konohagakure, Root;Part II: Anbu;;;Naruto Shippūden: Ultimate Ninja Storm Generations;;19;Impure World Reincarnation Allied Forces (Anime only);Fū Yamanaka;12360;Shikuro Aburame (Father), Shino Aburame (Adoptive Brother), Shibi Aburame (Adoptive Father);;Assassination Technique (Anime only), Insect Clone Technique (Anime only), Jar of Poison Technique (Anime only), Parasitic Destruction Insect Technique (Kikaichū, Rinkaichū), Poison Cloud Technique (Anime only);Antidote, Poison, Tantō;;Aburame Clan;;;;;;;;;
Tosaka;;Boruto Episode #98;Anime;Takehito Koyasu;Greg Chun;;Male;;;;;;;;;;;;;;;;;;;Cursed Seal Device;;;;;;;;;;;
Toshi;;;Game;;;;Male;;;;;;Konohagakure;Part II: Academy Student;;;Naruto Shippūden: Ultimate Ninja Storm 4;;;;;;;;;;;;;;;;;;;;
Towa;;;Game;;Roger Craig Smith;;Male;;;;;;Konohagakure;Part II: Anbu;;;Naruto: Clash of Ninja Revolution 2;;;;Komachi;;;;Drilling Crimson Blade, Drilling Needles, Slicing Crimson Wave;Sword;;;;;;;;;;;
Tsubaki (anime);;Naruto Episode #143;Anime;Yūko Nagashima;Wendee Lee;;Female;;160;;;;Konohagakure;;;;;;;;;;;;;;;;;;;;;;;;
Tsubaki (game);;;Game;Fumiko Osaka;Wendee Lee;;Female;;;;;;Tree Felling Village;;;;Naruto Shippūden: Ultimate Ninja 4;;;;;;Aoi (Daughter);;;;;;;;;;;;;;
Tsubaki (parent);Naruto Chapter #1;Naruto Episode #1;Anime, Manga, Game;Miyuki Ono, Kanako Tōjō (Part II);Stephanie Sheh;;Female;;;;;Housewife;Konohagakure;;;;Naruto: Rise of a Ninja;;28;;;;;;;;;;;;;;;;;;
Tsubaki Kurogane;;Boruto Episode #137;Anime, Game;Juri Nagatsuma;Erica Mendez;;Female;;;;;;Land of Iron, Konohagakure;;;;Naruto x Boruto: Ninja Voltage;;;Team 15;;;;;Flash, Iaidō, Mifune-Style First Tachi: Blaze, Samurai Sabre Technique, Secret Sword: Snowstorm Beheading;Sword;;;;Samurai;;;;;;;
Tsubusa;Naruto Chapter #247;Naruto Shippūden Episode #2;Anime, Manga;Keiichi Takahashi;Dan Woren;;Male;Deceased;;;;;Sunagakure;Part II: Chūnin;;;;;25;;;;;;;;;;;;;;;;;;
Tsubute Futaba;;;Anime;;;;Male;;;;;;Iwagakure;Part II: Genin;;;;Chūnin Exam on Fire! Naruto vs. Konohamaru!;;;;;;;;;;;;;;;;;;;
Tsuchigumo Chief;;Naruto Shippūden Episode #145;Anime;Atsuki Tani;Kirk Thornton;;Male;;;;;Chief of the Tsuchigumo Village;Tsuchigumo Village;;;;;;;;;;;;;;;Tsuchigumo Clan;;;;;;;;;
Tsuchino;Naruto Chapter #129;Naruto Episode #75;Anime, Manga;Yumiko Kobayashi (Part I);Julianne Buescher (Part I);;Male;;;;;;Sunagakure;Part I: Academy Student;;;;;6;;;;;;;;;;;;;;;;;;
Tsuchinoe;;Naruto Shippūden Episode #351;Anime;;;;Female;;;;;;Konohagakure, Root;Part II: Anbu;;;;;;;;;;;;Sword;;;;;;;;;;;
Tsuchinoto;;Naruto Shippūden Episode #351;Anime;;;;Male;;;;;;Konohagakure, Root;Part II: Anbu;;;;;;;;;;;;Sword;;;;;;;;;;;
Tsukado;;Naruto Shippūden Episode #181;Anime;Kōsuke Okano;Lex Lang;;Male;;;;;;;;;;;;;;;;Shikazo (Distant Relative);;Chakra Shock Slash;Sword;;;;;;;;;;;
Tsukiko Kagetsu;;Naruto Episode #186;Anime;Misa Watanabe;Mari Devon , Wendee Lee (Child);;Female;;;;;Medicinal Herb Saleswomen;Land of Fire;;;;;;;;;;Tōbei Kagetsu (Father), Fūta Kagetsu (Brother), Mai Kagetsu (Sister);;;;;Kagetsu Family;;;;;;;;;
Tsukino;;;Game;Ayumi Tsunematsu;Kim Mai Guest;;Female;;;;;Village Head;Tsukigakure;;;;Naruto Shippūden: Ultimate Ninja Heroes 3;;;;;;Tsukinos Father (Father);Yin Release;Sealing Technique: Vitality Seal Formation, Sealing Trap Explosion, Secret Technique: Sealing Release, Temple of Nirvana Technique;New Moon Flower Perfume, Tantō;;;;;;;;;;;
Tsukinos Father;;;Game;Ryōta Takeuchi;Steve Kramer;;Male;Deceased;;;;Village Head;Tsukigakure;;;;Naruto Shippūden: Ultimate Ninja Heroes 3;;;;;;Tsukino (Daughter);;;;;;;;;;;;;;
Tsukiyo;;Boruto Episode #141;Anime;Masanori Takeda;Chris Hackney;;Male;Deceased;;;;;;;;;;;;Mujina Bandits;;;;Lightning Release;Moon Shadow Technique, Pink Lightning, Shadow Sword;;;;;Missing-nin;;;;;;;
Tsukune;;Naruto Shippūden Episode #494;Anime;Aoi Inase;Sarah Williams;;Male;;;;;;Konohagakure;Blank Period: Academy Student;;;;;;;;;;;;;;;;;;;;;;;
Tsukushi;Naruto Chapter #350;Naruto Shippūden Episode #117;Anime, Manga;Kanji Suzumori;;;Male;;;;;Prisoner;;;;;;;23;;;;;;;;;;;;;;;;;;
Tsume Inuzuka;Naruto Chapter #137;Naruto Episode #79;Anime, Manga, Game, Movie;Seiko Fujiki;Mary Elizabeth McGlynn , Colleen OShaughnessey (Episode 79);August 12;Female;;163;51.5;B;;Konohagakure;Part I: Tokubetsu Jōnin;;Naruto the Movie: Blood Prison;Naruto Shippūden: Ultimate Ninja Blazing;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;39;;Kuromaru;7350;Hana Inuzuka (Daughter), Kiba Inuzuka (Son);;Fang Passing Fang, Four Legs Technique, Passing Fang;Flash Bomb;;Inuzuka Clan;;;;;;;;;
Tsunade;Naruto Chapter #139;Naruto Episode #83;Anime, Manga, Novel, Game, Movie;Masako Katsuki, Haruhi Terada (Child);Debi Mae West , Mary Elizabeth McGlynn (Child in Part I and 8 video games), Kari Wahlgren (Ninja Council 3);August 2;Female;;163.1;48.9;B;Hokage;Konohagakure, Shikkotsu Forest, Allied Shinobi Forces;Part I: Kage;Kakashi Hiden: Lightning in the Icy Sky;Naruto Shippūden the Movie;Naruto: Ultimate Ninja 2;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;55;Team Hiruzen;;2302;Butsuma Senju (Great-Grandfather), Hashirama Senju (Grandfather), Tobirama Senju (Granduncle), Itama Senju (Granduncle), Kawarama Senju (Granduncle), Mito Uzumaki (Grandmother), Nawaki (Brother), Dan Katō (Lover);Lightning Release, Earth Release, Water Release, Fire Release, Yin Release (Anime only), Yang Release;Body Pathway Derangement, Cell Activation Technique (Anime only), Chakra Enhanced Strength, Chakra Scalpel, Chakra Transfer Technique, Creation Rebirth, Five Elements Unseal (Anime only), Four-Corner Sealing Barrier (Anime only), Genjutsu Binding (Anime only), Heavenly Foot of Pain, Heavenly Spear Foot, Katsuyu: Immense Network Healing, Mechanical Eight Trigrams Formation (Anime only), Mystical Palm Technique, Ninja Art Creation Rebirth — Strength of a Hundred Technique, Reverse Summoning Technique (Anime only), Shadow Clone Technique (Anime only), Strength of a Hundred Seal, Summoning Technique (Slug), Transformation Technique, Yin Seal: Release;Antidote, Mechanical Eight Trigrams Formation Drum (Anime only), Ninja Info Cards (Anime only), Poison;;Senju Clan;;Medical-nin, Sannin;;6;;;;;
Tsunami;Naruto Chapter #16;Naruto Episode #10;Anime, Manga, Novel, Game;Misa Watanabe;Cindy Robinson , Mary Elizabeth McGlynn (Episode 161), Laura Bailey (Part II), Colleen Villard (Naruto: Ultimate Ninja);May 4;Female;;158;45.3;A;;Land of Waves;;Naruto: Innocent Heart, Demonic Blood;;Naruto: Konoha Ninpōchō;Hidden Leaf Village Grand Sports Festival!;29;;;;Tazuna (Father), Inari (Son), Kaiza (Husband);;;;;;;;;;;;;;
Tsuru Itoi;;Boruto Episode #1;Anime, Novel, Game;Mariko Higashiuchi;Tara Sands;;Female;;142.5;;;;Konohagakure;Gaiden: Genin;The New Leaves Soaring Through the Blue Sky!;;Naruto: Ultimate Ninja Online;;;Team 40;;;;;Hair Binding Technique (Anime only), Multiple String Light Formation (Anime only), String Light Formation (Anime only);;;;;;;;;;;;
Tsurugi;;Naruto Shippūden Episode #147;Anime;Tadahisa Saizen;Jamieson Price;;Male;Deceased;;;;Head of the Hunter-nin;Kirigakure;Part II: Anbu;;;;;;;;;;Water Release;Water Release: Hiding in Rain Technique;Tantō;;;;Hunter-nin;;;;;;;
Tsurushi Hachiya;;Boruto Episode #26;Anime, Novel;Shinya Takahashi;Lucien Dodge;;Male;;;;;;Kirigakure;Gaiden: Genin;School Trip Bloodwind Records;;;;;;;;;Water Release;Crimson Mist Barrier Technique, Water Characters;Sword (Anime only), Wire Strings (Anime only);;;;;;;;;;;
Tsuyu;;;Novel;;;;Female;;;;;;Shuku Village;Part II: Jōnin;The Tale of the Utterly Gutsy Shinobi;;;;;Team Shū;;;;Wind Release;;;;;;Medical-nin;;;;;;;
Tsuzumi;;Naruto Episode #209;Anime;Kazuki Ogawa;Tony Oliver;;Male;;;;;Police Captain;Land of Forests;;;;;;;;;;;;;Sword;;;;;;;;;;;
Tsuzumi (cultist);;Boruto Episode #210;Anime;Kōji Seki;;;Male;Deceased;;;;Cultist;;;;;;;;;;;;;;Dark Cloud;;;;;;;;;;;
Tsuzumi Sarugaku;Naruto Chapter #109;Naruto Episode #65;Anime, Manga;Masayuki Katō;Johnny Yong Bosch;;Male;;;;;;Konohagakure;Part I: Chūnin;;;;;25;;;;;;;;;;;;;;;;;;
Tsuzura Shitakiri;;Boruto Episode #274;Anime;Kanae Oki;;;Male;;;;;Apprentice Hawk Trainer;;;;;;;;;;;Mozu Shitakiri (Mother), Yuki (Pet);;;;;;;;;;;;;;
Tōbei Kagetsu;;Naruto Episode #186;Anime;Naoki Bandō;Terrence Stone;;Male;;;;;Medicinal Herb Salesman;Land of Fire;;;;;;;;;;Fūta Kagetsu (Son), Mai Kagetsu (Daughter), Tsukiko Kagetsu (Daughter);;;;;Kagetsu Family;;;;;;;;;
Tōfū;;Naruto Shippūden Episode #195;Anime;Takuma Suzuki;Sam Riegel;;Male;;;;;Spy;;;;;;;;;;;;;;;;;;;;;;;;;
Tōjūrō;;;Novel;;;;Male;;;;;Senior;Sunagakure;Blank Period: Jōnin;Gaara Hiden: A Sandstorm Mirage;;;;;Suna Council;;;;Wind Release, Yin Release;Summoning Technique;;;;;;;;;;;;
Tōka Senju;Naruto Chapter #399;Naruto Shippūden Episode #140;Anime, Manga, Game;;;;Female;Deceased;;;;;;;;;Naruto Shippūden: Ultimate Ninja Impact;Naruto Shippūden: UNSG anime cutscenes;27;;;;;Yin Release;;;;Senju Clan;;;;;;;;;
Tōu;;Naruto Shippūden Episode #66;Anime;Aki Unone;Mary Elizabeth McGlynn;;Female;Deceased;;;;;Land of Fire;;;;;;;Twelve Guardian Ninja;;;;Lightning Release;Limelight;;;;;;;;;;;;
Ubau;;Naruto Shippūden Episode #229;Anime;Takeshi Maeda;Matthew Mercer;;Male;;;;;Pirate;;;;;;;;Sea Route of Silence Gang;;;;;;Moulding Mushroom;;;;;;;;;;;
Udon Ise;Naruto Chapter #34;Naruto Episode #20;Anime, Manga, Novel, Game, Movie;Tomo Shigematsu , Ikuji Nose (Adult);Kate Higgins , Edward Bosco (Adult);April 3;Male;;175.5;26.maj;O;;Konohagakure;Part I: Academy Student, Part II: Genin, Gaiden: Jōnin;Naruto Retsuden: Naruto Uzumaki and the Spiral Destiny;Naruto the Movie: Blood Prison;Naruto: Konoha Ninpōchō;Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!;12;Team Ebisu, Team 5 (Anime only);;;;Water Release (Anime only);Bouncy Bouncy Technique (Anime only), Nose Water Tree (Anime only), Sexy Technique (Anime only);;;;;;;;;;;;
Ugai;Naruto Chapter #210;;Manga;;;;Male;;;;;;Konohagakure;;;;;;22;Medic Corps;;;;;;;;;;Medical-nin;;;;;;;
Ugatsu;Naruto Chapter #369;Naruto Shippūden Episode #129;Anime, Manga;;;;Male;Presumed Deceased;;;;;Amegakure;;;;;;28;;;;;;;;;;;;;;;;;;
Ultimate Summoning Beast;;Naruto Shippūden Episode #227;Anime;;;;;Deceased;;;;;;;;;;;;;;;;Lightning Release, Wind Release, Yin Release;Ultimate Summoning Beasts Genjutsu;;;;Chimera;Summon;;;Can absorb chakra;;;;
Umibōzu;;Naruto Episode #172;Anime;;;;;;;;;;Land of the Sea, Otogakure;;;;;;;;;;;Water Release;Water Prison Technique, Water Release: Gunshot;;;;;Summon;;;;;;;
Unagi;;Naruto Shippūden Episode #176;Anime;Kayo Ishida;Laura Bailey;;Male;;;;;;Konohagakure;Part I: Academy Student;;;;;;;;;;;;;;;;;;;;;;;
Unkai Kurama;;Naruto Episode #205;Anime;Keisuke Ishida;Douglas Rye;;Male;;174;;;;Konohagakure;;;;;;;;;;Yakumo Kurama (Niece);Yin Release;Demonic Illusion: Tree Binding Death, String Bean Binding Illusion;;;Kurama Clan;;;;;;;;;
Unmo Samidare;Naruto Chapter #305;Naruto Shippūden Episode #51;Anime, Manga;;;;Male;Deceased;;;;;Kirigakure;Part II: Jōnin;;;;;;;;;;;;;;;;;;;;;;;
Urakaku;Naruto Chapter #456;Naruto Shippūden Episode #199;Anime, Manga, Game;Junpei Endō;Grant George;;Male;;;;;;Land of Iron;;;;Naruto Shippūden: Ultimate Ninja Impact;;41;;Okisuke;;;;;Sword;;;;Samurai;;;;;;;
Urashiki Ōtsutsuki;;Boruto Episode #53;Anime;Kazuya Nakai;Benjamin Diskin;;Male;Deceased;;;;;;;;;;;;;;;;Wind Release, Lightning Release, Earth Release, Fire Release, Yin Release;Amenosubaruboshinomikoto, Amenosubaruboshinomikoto: Gyokkō, Amenosubaruboshinomikoto: Ryūgū, Black Receiver, Chakra Edible Creation, Chakra Transfer Technique, Desert: Hand, Earth Release: Earth Corridor, Origami Replacement Technique, Puppet Technique, Sensing Technique, Shadow Imitation Technique, Temporal Rewind, Tool Creation Technique, Wind Release: Great Task of the Dragon, Yomotsu Hirasaka;Ōtsutsuki Clan Puppets, Palace of the Dragon King, Poison, Sand;Byakugan , Rinnegan;Ōtsutsuki Clan;Celestial Being;Sensor Type;;;Replicating techniques from others chakra;;;;
Uroko Kurama;;Naruto Episode #207;Anime;Shiho Hisajima;Kari Wahlgren;;Female;Deceased;167;;;;Konohagakure;Part I: Jōnin;;;;;;;;;Yakumo Kurama (Daughter), Murakumo Kurama (Husband);;;;;Kurama Clan;;;;;;;;;
Uruchi Uchiha;Naruto Chapter #225;Naruto Episode #84;Anime, Manga, Game;Miyako Tao;Megan Hollingshead;;Female;Deceased;;;;;Konohagakure;;;;Naruto Mobile;;46;;;;Teyaki Uchiha (Husband);;;;;Uchiha Clan;;;;;;;;;
Urushi;Naruto Chapter #582;Naruto Shippūden Episode #335;Anime, Manga, Game;Taira Kikumoto , Miki Fukui (Child);Liam OBrien , Michelle Ruff (Child);;Male;;;;;Caretaker of the Konoha Orphanage;Konohagakure, Konoha Orphanage, Allied Shinobi Forces;Part II: Chūnin;;;Naruto Shippūden: Ultimate Ninja Storm 4;;25;;;;Nonō Yakushi (Adoptive Mother), Kabuto Yakushi (Adoptive Brother), Shin Uchiha (Adoptive Nephews);;;;;;;;;;;;;;
Urushi (summon);Naruto Chapter #29;Naruto Episode #17;Anime, Manga, Novel, Game, Movie;Takashi Kondō;Tony Oliver;;Male;;;;;;Konohagakure;;Naruto: Innocent Heart, Demonic Blood;Road to Ninja: Naruto the Movie;Naruto: Ultimate Ninja;;;;;;;;Circular Formation (Anime only), Crane Wing Formation (Anime only), Dog Wall Formation (Anime only), Ninken Ninja Art: Dance of the Dust Cloud (Anime only);;;;Ninken;Summon;;;;;;;
Ushi;Naruto Chapter #399;Naruto Shippūden Episode #140;Anime, Manga;;;;Male;Presumed Deceased;;;;;Konohagakure;Part II: Anbu;;;;;32;;;;;;;;;;;;;;;;;;
Utakata;Naruto Chapter #515;Naruto Shippūden Episode #144;Anime, Manga, Game;Kenichi Suzumura;Michael Sinterniklaas;June 16;Male;Deceased;179;59.5;B;;Kirigakure, Tsuchigumo Clan (Anime only);;;;Naruto Shippūden: Ultimate Ninja Storm 3;;26;;;;;Water Release;Acid Permeation (Anime only), Blinding Bubbles Technique (Anime only), Bubble Clone Technique (Anime only), Bubble Dome (Anime only), Drowning Bubble Technique (Anime only), Explosive Bubble (Anime only), Ink Bubble Explosion (Anime only), Leech Gap, Sensing Technique (Anime only), Soap Bubble Ninjutsu, Soap Bubble Slime (Anime only), Water Release: Bubbles Technique, Water Release: Bubbles Technique — Drift (Anime only), Water Release: Wild Water Wave (Anime only), Wisdom Wolf Decay;Bubble-Utilising Pipe;;;;Sensor Type, Jinchūriki, Missing-nin;;;;Saiken (Forms);;;
Uō;;Boruto Episode #71;Anime;Kazuki Ōta;Christopher Corey Smith;;Male;;;;;;Konohagakure;Gaiden: Chūnin;;;;;;;;;;Wind Release;Bō Shadow Clone Technique, Sickle Weasel Technique;Bō;;;;;;;;;;;
Valleys Daimyō;;Boruto Episode #173;Anime;Hiroshi Shirokuma;Christopher Swindle;;Male;;;;;;Land of Valleys;;;;;;;;;;;;;;;;;Daimyō;;;;;;;
Victor;Boruto Chapter #15;Boruto Episode #157;Anime, Manga, Game;Chō;Doug Stone;;Male;Deceased;;;;Inner, Company President (Anime only);Kara, Allied Shinobi Forces (Anime only), Land of Valleys (Anime only);;;;Naruto x Boruto: Ninja Voltage;;;;Deepa (Anime only);;;Wind Release (Anime only), Lightning Release (Anime only), Earth Release (Anime only), Water Release (Anime only), Fire Release (Anime only), Yin Release;Arm Growth Technique (Anime only), Earth Release: Dust Storm (Anime only), Earth Release: Tearing Earth Turning Palm (Anime only), Fire Release: Great Fireball Technique (Anime only), Fire Release: Great Flame Flower (Anime only), Genjutsu Communication, Lightning Release: Heavenly Formation Lightning (Anime only), Self-Healing Technique, Water Release: Water Formation Wall (Anime only), Wind Release: Great Balloon (Anime only);Shinobi Gauntlet, Space-Time Gate;;;;;;;;;;;
Victors Secretary;;Boruto Episode #168;Anime;Hitomi Nabatame;Anairis Quiñones;;Female;Deceased;;;;Secretary, Outer;Land of Valleys, Kara;;;;;;;;;;;;;;;;;;;;;;;;
Village Headman;;Naruto Shippūden Episode #195;Anime;Gorō Sanada;Christopher Corey Smith;;Male;;;;;Village Head;;;;;;;;;;;Headmans Granddaughter (Granddaughter);;;;;;;;;;;;;;
